Id,Caso de Prueba,Descripción,Fecha,Área Funcional / Sub proceso,Funcionalidad / Característica,Datos / Acciones de Entrada,Resultado Esperado,Requerimientos de Ambiente de Pruebas,Procedimientos especiales requeridos,Dependencias con otros casos de Prueba,Resultado Obtenido,Estado,Última Fecha de Estado,Observaciones
MR99,Mantenimiento y Resiliencia del Sistema,Probar la capacidad del sistema para manejar múltiples usuarios accediendo a la vez.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Rendimiento bajo alta demanda,Simular acceso masivo de usuarios,El sistema mantiene una respuesta aceptable y no presenta fallos ni caídas durante la prueba de carga.,Herramientas de carga activadas,Prueba de stress test,Ninguna,El sistema puede manejar múltiples usuarios accediendo a la vez sin degradar el rendimiento.,Aprobado,29-11-2024,El sistema mantiene un rendimiento óptimo incluso con múltiples usuarios accediendo simultáneamente.
MR100,Mantenimiento y Resiliencia del Sistema,Evaluar si las actualizaciones consecutivas mantienen la integridad de los datos en el sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Integridad de datos,Realizar varias actualizaciones,Los datos se actualizan correctamente sin inconsistencias ni errores en las operaciones múltiples.,Acceso a la base de datos,Control de versiones de datos,Ninguna,Las actualizaciones consecutivas mantienen la integridad de los datos en el sistema.,Aprobado,29-11-2024,"Las actualizaciones sucesivas se realizan de manera segura, garantizando la integridad de los datos del sistema."
MR101,Mantenimiento y Resiliencia del Sistema,Evaluar si se registran correctamente los eventos y errores del sistema para análisis posterior.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Registro de logs,Generar distintos eventos y errores,"Los logs se registran correctamente, detallando el evento, fecha, hora y descripción del error o acción realizada.",Acceso a archivos de logs,Revisión de logs generados,Ninguna,Se registran correctamente los eventos y errores del sistema para análisis posterior.,Aprobado,29-11-2024,"Los eventos y errores del sistema se registran de forma detallada, permitiendo un análisis posterior completo."
MR102,Mantenimiento y Resiliencia del Sistema,Comprobar si el servidor se reinicia automáticamente tras una caída y restaura el servicio.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Auto-recuperación del servidor,Simular una caída del servidor,El servidor se reinicia automáticamente y el servicio se restaura sin intervención manual.,Acceso a configuraciones del servidor,Supervisión del proceso de recuperación,Ninguna,El servidor se reinicia automáticamente tras una caída y restaura el servicio.,Aprobado,29-11-2024,El servidor se reinicia de forma automática tras una caída y restaura el servicio rápidamente.
MR103,Mantenimiento y Resiliencia del Sistema,"Evaluar si el sistema elimina automáticamente datos que ya no son necesarios, según las políticas establecidas.",29-11-2024,Mantenimiento y Resiliencia del Sistema,Eliminación de datos obsoletos,Configurar políticas de retención de datos,"Los datos obsoletos se eliminan según lo programado, sin afectar a datos importantes o actuales.",Configuración de políticas de datos,Verificación manual de la eliminación,Ninguna,"El sistema elimina automáticamente datos que ya no son necesarios, según las políticas establecidas.",Aprobado,29-11-2024,Los datos obsoletos se eliminan según las políticas de retención sin afectar la funcionalidad del sistema.
MR104,Mantenimiento y Resiliencia del Sistema,Evaluar si se bloquean los intentos de acceso sospechosos y se genera una alerta de seguridad.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Detección de acceso no autorizado,Intentar acceder con credenciales inválidas,El sistema bloquea el acceso tras varios intentos fallidos y notifica al administrador.,Sistema de seguridad activo,Simulación de acceso no autorizado,Ninguna,Se bloquean los intentos de acceso sospechosos y se genera una alerta de seguridad.,Aprobado,29-11-2024,"El sistema detecta y bloquea intentos de acceso sospechosos, generando alertas de seguridad en tiempo real."
MR105,Mantenimiento y Resiliencia del Sistema,Verificar si los parches de seguridad se aplican correctamente sin afectar la estabilidad del sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Actualización de parches de seguridad,Aplicar un parche de seguridad,El sistema se actualiza con el parche y mantiene su funcionamiento sin errores ni interrupciones.,Acceso al servidor y parches,Supervisión del proceso de actualización,Ninguna,Los parches de seguridad se aplican correctamente sin afectar la estabilidad del sistema.,Aprobado,29-11-2024,Los parches de seguridad se aplican sin causar interrupciones ni afectar la estabilidad del sistema.
MR106,Mantenimiento y Resiliencia del Sistema,"Evaluar cómo maneja el sistema tareas intensivas, como cálculos complejos o análisis masivos de datos.",29-11-2024,Mantenimiento y Resiliencia del Sistema,Operaciones de alta complejidad,Ejecutar procesos complejos,El sistema completa las operaciones sin errores y dentro de un tiempo razonable.,Herramientas de monitoreo activadas,Prueba de carga intensiva,Ninguna,"El sistema maneja tareas intensivas, como cálculos complejos o análisis masivos de datos.",Aprobado,29-11-2024,"El sistema gestiona tareas intensivas eficientemente, manteniendo un rendimiento estable durante los procesos."
MR107,Mantenimiento y Resiliencia del Sistema,Evaluar si las sesiones de usuario se restablecen o si es necesario iniciar sesión nuevamente tras un reinicio.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Manejo de sesiones tras reinicio,Reiniciar el sistema con usuarios activos,"Los usuarios deben iniciar sesión nuevamente, garantizando la seguridad y evitando accesos no autorizados.",Control de sesiones,Prueba de reinicio del sistema,Ninguna,Las sesiones de usuario se restablecen o se requiere iniciar sesión nuevamente tras un reinicio.,Aprobado,29-11-2024,"Tras un reinicio, las sesiones de usuario se restablecen correctamente, sin necesidad de volver a iniciar sesión."
MR108,Mantenimiento y Resiliencia del Sistema,Evaluar la capacidad de escalado automático ante incrementos significativos en la carga del sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Escalado automático de recursos,Incrementar artificialmente la demanda,El sistema ajusta automáticamente los recursos para mantener el rendimiento y evitar caídas.,Plataforma de escalado configurada,Supervisión del escalado,Ninguna,La capacidad de escalado automático ante incrementos significativos en la carga del sistema es adecuada.,Aprobado,29-11-2024,El sistema se escala automáticamente para manejar incrementos en la carga sin problemas de rendimiento.
MR109,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema se mantiene estable y se recupera adecuadamente tras la pérdida de conexión a la red.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Resistencia a cortes de red,Simular un corte de conexión,El sistema se recupera automáticamente y vuelve a estar operativo una vez se restablece la conexión.,Acceso al entorno de pruebas de red,Supervisión de recuperación,Ninguna,El sistema se mantiene estable y se recupera adecuadamente tras la pérdida de conexión a la red.,Aprobado,29-11-2024,"El sistema maneja la pérdida de conexión a la red adecuadamente, manteniendo la estabilidad y recuperándose rápidamente."
MR110,Mantenimiento y Resiliencia del Sistema,Evaluar si los índices y estadísticas se actualizan automáticamente y reflejan los datos actuales del sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Actualización de índices y estadísticas,Realizar operaciones que cambien los datos,Los índices y estadísticas se actualizan sin necesidad de intervención manual y muestran la información correcta.,Acceso a datos estadísticos,Revisión manual de estadísticas,Ninguna,Los índices y estadísticas se actualizan automáticamente y reflejan los datos actuales del sistema.,Aprobado,29-11-2024,"Los índices y estadísticas se mantienen actualizados en tiempo real, reflejando los datos actuales del sistema."
MR111,Mantenimiento y Resiliencia del Sistema,Evaluar si se generan y almacenan correctamente las copias de seguridad según la programación establecida.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Copias de seguridad automáticas,Configurar el sistema para realizar backups,Las copias de seguridad se generan y almacenan en la ubicación designada sin errores.,Acceso a almacenamiento de backups,Supervisar el proceso de backup,Ninguna,Se generan y almacenan correctamente las copias de seguridad según la programación establecida.,Aprobado,29-11-2024,Las copias de seguridad se generan y almacenan según la programación sin errores ni omisiones.
MR112,Mantenimiento y Resiliencia del Sistema,Evaluar si los datos se restauran correctamente y sin pérdida tras una operación de recuperación de backup.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Restauración de datos,Restaurar el sistema desde un backup,Todos los datos se restauran correctamente y el sistema funciona como antes de la copia.,Acceso a copias de seguridad,Verificación manual de datos restaurados,MRS-101,Los datos se restauran correctamente y sin pérdida tras una operación de recuperación de backup.,Aprobado,29-11-2024,"La restauración de datos desde los backups se realiza correctamente, sin pérdida de información."
MR113,Mantenimiento y Resiliencia del Sistema,"Simular una reducción de recursos (CPU, RAM) para evaluar cómo se comporta el sistema bajo estas condiciones.",29-11-2024,Mantenimiento y Resiliencia del Sistema,Rendimiento bajo recursos limitados,Limitar recursos del sistema,"El sistema sigue operando, aunque con rendimiento reducido, sin caer o generar errores críticos.",Configuración de recursos reducidos,Supervisión del rendimiento,Ninguna,"Se simula una reducción de recursos (CPU, RAM) para evaluar cómo se comporta el sistema bajo estas condiciones.",Aprobado,29-11-2024,"El sistema mantiene su operatividad, aunque con un rendimiento reducido, durante una reducción de recursos."
MR114,Mantenimiento y Resiliencia del Sistema,Comprobar si se puede revertir a una versión anterior del sistema sin pérdida de datos ni errores.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Control de versiones,Realizar un cambio y revertir la versión,El sistema revierte a la versión anterior correctamente y sin errores ni pérdida de datos.,Sistema de control de versiones,Realizar prueba en entorno seguro,Ninguna,Es posible revertir a una versión anterior del sistema sin pérdida de datos ni errores.,Aprobado,29-11-2024,La reversión a versiones anteriores se realiza sin problemas ni pérdida de datos.
MR115,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema envía alertas automáticas al detectar fallos críticos en la infraestructura.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Alertas automáticas,Generar un fallo crítico intencional,Se recibe una alerta automática con información detallada del fallo detectado.,Configuración de sistema de alertas,Monitorizar alertas recibidas,Ninguna,El sistema envía alertas automáticas al detectar fallos críticos en la infraestructura.,Aprobado,29-11-2024,El sistema envía alertas oportunas cuando detecta fallos críticos en la infraestructura.
MR116,Mantenimiento y Resiliencia del Sistema,Evaluar si los registros de logs antiguos se eliminan automáticamente según la configuración.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Limpieza automática de logs,Configurar retención de logs,"Los logs antiguos se eliminan automáticamente, liberando espacio en el sistema sin afectar su rendimiento.",Acceso a archivos de logs,Supervisión del proceso de limpieza,Ninguna,Los registros de logs antiguos se eliminan automáticamente según la configuración.,Aprobado,29-11-2024,"Los registros de logs antiguos se eliminan automáticamente, según las políticas configuradas de retención."
MR117,Mantenimiento y Resiliencia del Sistema,Realizar pruebas de carga con múltiples usuarios simultáneos para evaluar la respuesta del sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Manejo de solicitudes concurrentes,Simular múltiples usuarios simultáneos,El sistema responde adecuadamente y sin errores bajo la carga de usuarios simultáneos.,Herramientas de prueba de carga,Realizar simulaciones de usuarios,Ninguna,Se realizan pruebas de carga con múltiples usuarios simultáneos para evaluar la respuesta del sistema.,Aprobado,29-11-2024,"El sistema responde correctamente durante las pruebas de carga, gestionando múltiples usuarios simultáneamente."
MR118,Mantenimiento y Resiliencia del Sistema,Medir el tiempo en que el sistema está inactivo durante una actualización planificada.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Actualizaciones del sistema,Ejecutar una actualización planificada,"El tiempo de inactividad es mínimo y dentro de los parámetros aceptables, restaurando el servicio rápidamente.",Herramientas de monitoreo,Realizar prueba durante actualización,Ninguna,Se mide el tiempo en que el sistema está inactivo durante una actualización planificada.,Aprobado,29-11-2024,El tiempo de inactividad durante la actualización planificada es mínimo y bien gestionado.
MR119,Mantenimiento y Resiliencia del Sistema,Simular la caída de un servidor principal y verificar si el sistema se redirige automáticamente al servidor secundario.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Failover del sistema,Forzar la caída del servidor principal,El sistema cambia automáticamente al servidor secundario sin pérdida de servicio.,Configuración de failover,Supervisión del proceso de failover,Ninguna,Se simula la caída de un servidor principal y se verifica si el sistema se redirige automáticamente al servidor secundario.,Aprobado,29-11-2024,"El sistema redirige automáticamente el tráfico al servidor secundario, garantizando la continuidad del servicio."
MR120,Mantenimiento y Resiliencia del Sistema,Evaluar si los archivos críticos del sistema permanecen intactos tras una actualización.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Integridad de archivos,Realizar una actualización de software,Todos los archivos críticos se mantienen sin alteraciones y el sistema funciona correctamente.,Sistema de control de integridad,Supervisar el proceso de actualización,Ninguna,Los archivos críticos del sistema permanecen intactos tras una actualización.,Aprobado,29-11-2024,Los archivos críticos permanecen intactos y funcionales tras la actualización del sistema.
MR121,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema se recupera rápidamente después de una interrupción eléctrica.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Recuperación tras fallo eléctrico,Simular una interrupción de energía,El sistema se reinicia automáticamente y se recupera sin pérdida de datos ni errores críticos.,Simulador de fallos eléctricos,Supervisar tiempo de recuperación,Ninguna,El sistema se recupera rápidamente después de una interrupción eléctrica.,Aprobado,29-11-2024,"El sistema se recupera de forma rápida y eficiente tras una interrupción eléctrica, sin pérdida de datos."
MR122,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema actualiza automáticamente los certificados SSL antes de su vencimiento.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Actualización de certificados SSL,Verificar la fecha de vencimiento de SSL,"El certificado SSL se actualiza correctamente antes de su vencimiento, manteniendo la conexión segura.",Acceso a la configuración de SSL,Monitorizar la fecha de actualización,Ninguna,El sistema actualiza automáticamente los certificados SSL antes de su vencimiento.,Aprobado,29-11-2024,Los certificados SSL se actualizan automáticamente sin necesidad de intervención manual.
MR123,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema notifica a los usuarios y se cierra adecuadamente para el mantenimiento programado.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Mantenimiento programado,Programar un mantenimiento,Los usuarios son notificados y el sistema se cierra adecuadamente para el mantenimiento sin interrupciones inesperadas.,Acceso a herramientas de notificación,Supervisar cierre del sistema,Ninguna,El sistema notifica a los usuarios y se cierra adecuadamente para el mantenimiento programado.,Aprobado,29-11-2024,El sistema informa a los usuarios con antelación y se cierra de manera ordenada durante el mantenimiento.
MR124,Mantenimiento y Resiliencia del Sistema,Verificar si los datos se mantienen intactos tras una migración a un nuevo servidor o entorno.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Migración de datos,Migrar datos a un nuevo servidor,"Todos los datos se migran correctamente sin pérdida ni alteraciones, y el sistema sigue funcionando correctamente.",Acceso a servidores de prueba,Comparar datos antes y después,Ninguna,Los datos se mantienen intactos tras una migración a un nuevo servidor o entorno.,Aprobado,29-11-2024,La migración a nuevos servidores o entornos no afecta la integridad de los datos.
MR125,Mantenimiento y Resiliencia del Sistema,"Evaluar si el sistema puede monitorear el uso de CPU, RAM y espacio en disco en tiempo real.",29-11-2024,Mantenimiento y Resiliencia del Sistema,Monitoreo de recursos,Activar el monitoreo de recursos,"El sistema muestra el uso de CPU, RAM y espacio en disco en tiempo real y genera alertas si se supera el umbral definido.",Sistema de monitoreo habilitado,Supervisar alertas de uso,Ninguna,"El sistema puede monitorear el uso de CPU, RAM y espacio en disco en tiempo real.",Aprobado,29-11-2024,"El sistema realiza un monitoreo efectivo del uso de recursos en tiempo real, generando alertas si es necesario."
MR126,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema comprime los archivos de registro antiguos para ahorrar espacio en disco.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Compresión de archivos de registro,Ejecutar la compresión de archivos,"Los archivos de registro se comprimen correctamente, reduciendo el uso de espacio sin pérdida de información.",Espacio en disco disponible,Verificar tamaño de archivos,Ninguna,El sistema comprime los archivos de registro antiguos para ahorrar espacio en disco.,Aprobado,29-11-2024,"Los archivos de registro antiguos se comprimen automáticamente, liberando espacio en el disco de manera eficiente."
MR127,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema envía alertas automáticas al detectar intentos de acceso no autorizados.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Alertas de actividad sospechosa,Realizar intentos de acceso no autorizados,El sistema envía una alerta automática detallando el intento de acceso no autorizado.,Configuración de sistema de alertas,Revisar logs de seguridad,Ninguna,El sistema envía alertas automáticas al detectar intentos de acceso no autorizados.,Aprobado,29-11-2024,El sistema detecta y alerta inmediatamente sobre intentos de acceso no autorizados.
MR128,Mantenimiento y Resiliencia del Sistema,Verificar si los datos se eliminan automáticamente tras alcanzar el periodo de retención definido.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Retención de datos,Configurar políticas de retención,Los datos que superan el periodo de retención son eliminados automáticamente sin afectar el rendimiento del sistema.,Acceso a configuración de políticas,Revisar logs de eliminación,Ninguna,Los datos se eliminan automáticamente tras alcanzar el periodo de retención definido.,Aprobado,29-11-2024,Los datos se eliminan de forma automática y segura tras cumplir el periodo de retención establecido.
MR129,Mantenimiento y Resiliencia del Sistema,Simular ataques de sobrecarga para comprobar si el sistema puede manejar la situación y responder adecuadamente.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Protección contra DDoS,Simular un ataque DDoS,"El sistema identifica y mitiga el ataque, manteniendo la disponibilidad y sin afectar el rendimiento general.",Herramientas de simulación de DDoS,Monitoreo continuo durante el ataque,Ninguna,Se simulan ataques de sobrecarga para comprobar si el sistema puede manejar la situación y responder adecuadamente.,Aprobado,29-11-2024,"El sistema maneja eficazmente los ataques de sobrecarga, manteniendo la operatividad durante la prueba."
MR130,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema aplica parches de seguridad críticos automáticamente y de forma correcta.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Actualización de seguridad,Aplicar actualizaciones de seguridad,Las actualizaciones de seguridad se instalan correctamente sin afectar el rendimiento ni la funcionalidad del sistema.,Acceso a la gestión de actualizaciones,Supervisión de rendimiento,Ninguna,El sistema aplica parches de seguridad críticos automáticamente y de forma correcta.,Aprobado,29-11-2024,Los parches de seguridad críticos se aplican de forma automática y sin causar interrupciones.
MR131,Mantenimiento y Resiliencia del Sistema,Comprobar si los backups automáticos se realizan según lo programado y sin errores.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Backup automático,Configurar y revisar horarios de backup,El backup se realiza correctamente sin pérdida de datos y con una copia almacenada en la ubicación designada.,Servidor de almacenamiento configurado,Supervisión de logs de backup,Ninguna,Los backups automáticos se realizan según lo programado y sin errores.,Aprobado,29-11-2024,Los backups automáticos se generan puntualmente y sin errores en el proceso.
MR132,Mantenimiento y Resiliencia del Sistema,Medir cuánto tiempo tarda el sistema en volver a estar completamente operativo tras un reinicio forzado.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Recuperación tras reinicio,Forzar un reinicio del sistema,"El sistema se reinicia y vuelve a estar operativo en un tiempo aceptable, sin pérdida de datos críticos.",Monitor de tiempo de respuesta,No,Ninguna,Se mide cuánto tiempo tarda el sistema en volver a estar completamente operativo tras un reinicio forzado.,Aprobado,29-11-2024,El tiempo de recuperación tras un reinicio forzado es mínimo y el sistema se restablece rápidamente.
MR133,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema elimina automáticamente archivos temporales para liberar espacio en disco.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Limpieza de archivos temporales,Ejecutar tareas de limpieza programadas,"Los archivos temporales se eliminan correctamente, liberando espacio en disco y mejorando el rendimiento.",Espacio en disco monitoreado,No,Ninguna,El sistema elimina automáticamente archivos temporales para liberar espacio en disco.,Aprobado,29-11-2024,"Los archivos temporales se eliminan de manera automática y eficiente, liberando espacio en disco."
MR134,Mantenimiento y Resiliencia del Sistema,Simular un fallo en la base de datos para comprobar si el sistema puede manejarlo sin colapsar.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Manejo de fallos de base de datos,Desconectar temporalmente la base de datos,El sistema muestra un mensaje de error adecuado y se recupera automáticamente cuando la base de datos vuelve a estar disponible.,Simulador de fallo en base de datos,Verificar logs de error,Ninguna,Se simula un fallo en la base de datos para comprobar si el sistema puede manejarlo sin colapsar.,Aprobado,29-11-2024,"El sistema maneja correctamente el fallo en la base de datos, sin interrumpir el servicio o colapsar."
MR135,Mantenimiento y Resiliencia del Sistema,Evaluar si los parches no críticos se instalan correctamente y no afectan el funcionamiento del sistema.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Instalación de parches,Aplicar parches de seguridad menores,Los parches se instalan sin errores y no generan problemas de compatibilidad ni interrupciones en el servicio.,Acceso a la gestión de parches,Pruebas de funcionamiento tras la instalación,Ninguna,Los parches no críticos se instalan correctamente y no afectan el funcionamiento del sistema.,Aprobado,29-11-2024,"Los parches no críticos se instalan correctamente, manteniendo la estabilidad del sistema sin errores."
MR136,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema registra adecuadamente los accesos de los usuarios para fines de auditoría.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Auditoría de accesos,Revisar logs de acceso,"Los accesos de los usuarios se registran correctamente, incluyendo detalles como fecha, hora y actividad realizada.",Sistema de logging habilitado,Análisis de logs,Ninguna,El sistema registra adecuadamente los accesos de los usuarios para fines de auditoría.,Aprobado,29-11-2024,Todos los accesos de los usuarios se registran de manera adecuada para auditoría y control.
MR137,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema detecta y notifica errores en archivos de configuración durante el arranque.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Verificación de archivos de configuración,Introducir errores en archivos de configuración,El sistema identifica y reporta los errores encontrados en los archivos de configuración durante el inicio.,Acceso a archivos de configuración,Supervisión de logs de arranque,Ninguna,El sistema detecta y notifica errores en archivos de configuración durante el arranque.,Aprobado,29-11-2024,El sistema identifica y notifica de manera efectiva errores en archivos de configuración al arrancar.
MR138,Mantenimiento y Resiliencia del Sistema,Comprobar si el sistema envía alertas cuando el espacio en disco está por debajo de un umbral crítico.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Alertas por espacio en disco,Reducir espacio disponible en disco,El sistema envía alertas automáticas a los administradores cuando el espacio en disco es insuficiente.,Configuración de alertas habilitada,Monitoreo de espacio en disco,Ninguna,El sistema envía alertas cuando el espacio en disco está por debajo de un umbral crítico.,Aprobado,29-11-2024,El sistema alerta al administrador cuando el espacio en disco alcanza niveles críticos.
MR139,Mantenimiento y Resiliencia del Sistema,Realizar actualizaciones del sistema y medir su efecto en el rendimiento de la aplicación.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Impacto de actualizaciones,Aplicar una actualización del sistema,La actualización se instala correctamente y el rendimiento general del sistema no se ve afectado negativamente.,Sistema de monitoreo habilitado,Comparar rendimiento antes y después,Ninguna,Se realizan actualizaciones del sistema y se mide su efecto en el rendimiento de la aplicación.,Aprobado,29-11-2024,"Las actualizaciones se realizan correctamente, con un impacto mínimo en el rendimiento de la aplicación."
MR140,Mantenimiento y Resiliencia del Sistema,Ajustar configuraciones críticas y comprobar si el sistema sigue operando de forma estable.,29-11-2024,Mantenimiento y Resiliencia del Sistema,Ajustes de configuración,Modificar parámetros críticos,El sistema se adapta a los nuevos ajustes y sigue funcionando sin problemas ni errores inesperados.,Acceso a configuraciones avanzadas,Supervisión continua tras ajustes,Ninguna,Se ajustan configuraciones críticas y se comprueba si el sistema sigue operando de forma estable.,Aprobado,29-11-2024,El sistema mantiene su estabilidad tras realizar ajustes en configuraciones críticas.
MR141,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema se mantiene estable y con buen rendimiento durante tareas de mantenimiento programadas,29-11-2024,Mantenimiento y Resiliencia del Sistema,Mantenimiento programado,Ejecutar tareas de mantenimiento programadas,El sistema sigue funcionando sin interrupciones o caídas durante el mantenimiento.,Herramientas de monitoreo activadas,Supervisión en tiempo real,Ninguna,El sistema se mantiene estable y con buen rendimiento durante tareas de mantenimiento programadas.,Error,29-11-2024,El sistema sigue operativo sin pérdida de rendimiento durante las tareas de mantenimiento planificadas.
MR142,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema puede restaurarse correctamente después de un error crítico inesperado,29-11-2024,Mantenimiento y Resiliencia del Sistema,Restauración del sistema,Simular un error crítico,El sistema se restaura a su estado normal sin pérdida de datos ni corrupción de archivos.,Acceso a herramientas de backup,Monitoreo de logs de restauración,Ninguna,El sistema puede restaurarse correctamente después de un error crítico inesperado.,Error,29-11-2024,El sistema se restaura correctamente sin pérdida de datos tras un error crítico inesperado.
MR143,Mantenimiento y Resiliencia del Sistema,Verificar si el sistema realiza comprobaciones de integridad de archivos y detecta corrupciones,29-11-2024,Mantenimiento y Resiliencia del Sistema,Verificación de integridad,Ejecutar verificación de integridad de archivos,El sistema detecta y reporta cualquier corrupción de archivos en los registros de integridad.,Sistema de logs habilitado,No,Ninguna,El sistema realiza comprobaciones de integridad de archivos y detecta corrupciones.,Error,29-11-2024,El sistema realiza verificaciones periódicas de integridad de archivos y detecta cualquier corrupción.
MR144,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema envía alertas cuando un servicio crítico se detiene o experimenta problemas,29-11-2024,Mantenimiento y Resiliencia del Sistema,Sistema de alertas,Detener un servicio crítico,El sistema envía alertas automáticas al equipo de soporte indicando el problema con el servicio.,Configuración de alertas habilitada,Supervisión de servicios críticos,Ninguna,El sistema envía alertas cuando un servicio crítico se detiene o experimenta problemas.,Error,29-11-2024,El sistema genera alertas automáticas cuando se detectan problemas en servicios críticos.
MR145,Mantenimiento y Resiliencia del Sistema,Verificar si se pueden realizar pruebas de rendimiento programadas sin intervención manual,29-11-2024,Mantenimiento y Resiliencia del Sistema,Pruebas automáticas de rendimiento,Programar y ejecutar pruebas automáticas,Las pruebas de rendimiento se ejecutan correctamente y los resultados son reportados sin errores.,Herramientas de pruebas configuradas,Análisis de resultados,Ninguna,Se pueden realizar pruebas de rendimiento programadas sin intervención manual.,Error,29-11-2024,"Las pruebas de rendimiento se pueden programar y ejecutar automáticamente, sin necesidad de intervención."
MR146,Mantenimiento y Resiliencia del Sistema,Simular un ataque DoS y comprobar si el sistema sigue siendo accesible y funcional,29-11-2024,Mantenimiento y Resiliencia del Sistema,Resistencia a ataques DoS,Realizar simulación de ataque DoS,"El sistema sigue operando, aunque con un rendimiento reducido, y no se bloquea completamente.",Herramientas de simulación DoS,Monitoreo durante la prueba,Ninguna,Se simula un ataque DoS y se comprueba si el sistema sigue siendo accesible y funcional.,Error,29-11-2024,"El sistema sigue accesible y funcional después de simular un ataque DoS, con medidas de mitigación activas."
MR147,Mantenimiento y Resiliencia del Sistema,Comprobar si el sistema se mantiene estable después de varios días de uso continuo sin reinicios,29-11-2024,Mantenimiento y Resiliencia del Sistema,Estabilidad en uso prolongado,Ejecutar tareas cotidianas durante varios días,El sistema no presenta caídas ni errores tras varios días de operación continua.,Monitoreo constante del sistema,No,Ninguna,El sistema se mantiene estable después de varios días de uso continuo sin reinicios.,Error,29-11-2024,El sistema opera de manera estable durante largos períodos sin necesidad de reinicios.
MR148,Mantenimiento y Resiliencia del Sistema,Evaluar si el sistema gestiona adecuadamente la memoria al manejar grandes volúmenes de datos,29-11-2024,Mantenimiento y Resiliencia del Sistema,Gestión de memoria,Procesar grandes volúmenes de datos,La memoria se gestiona eficientemente sin causar caídas o ralentizaciones significativas.,Monitor de uso de memoria habilitado,No,Ninguna,El sistema gestiona adecuadamente la memoria al manejar grandes volúmenes de datos.,Error,29-11-2024,"La memoria del sistema se gestiona correctamente al procesar grandes volúmenes de datos, evitando sobrecargas."
MR149,Mantenimiento y Resiliencia del Sistema,Simular múltiples usuarios accediendo a la aplicación al mismo tiempo y evaluar el rendimiento,29-11-2024,Mantenimiento y Resiliencia del Sistema,Manejo de solicitudes concurrentes,Realizar múltiples accesos simultáneos,La aplicación maneja todas las solicitudes concurrentes sin caídas ni degradación significativa del rendimiento.,Herramientas de prueba de carga,Análisis de logs de rendimiento,Ninguna,Se simulan múltiples usuarios accediendo a la aplicación al mismo tiempo y se evalúa el rendimiento.,Error,29-11-2024,"El sistema maneja adecuadamente múltiples usuarios simultáneos, manteniendo un buen rendimiento."
